RawMaterial,Description,Manufactur,ManufacturPN,QPA,Vendor#,Vendor name,LeadTime,Usage,FinishedGood
01106088-AL1,PCB FR4 4L 2P X1312 Fender LH Rev:05,,,1,,,121,100,6971-0009-05
01106088-AL1 1,PCB FR4 4L 2P X1312 Fender LH Rev:05,RAYBEN,39000EA,1,12529,Rayben technologies (HK) limited,121,100,6971-0009-05
01106088-AL1 2,PCB FR4 4L 2P X1312 Fender LH Rev:05,ONPRESS,S00432062BTA0,1,12449,Onpress PCB Limited,121,100,6971-0009-05
04-011723-01,S/P Sn96.5/Ag3.0/Cu0.5 TLF-204-111M,TAMURA,TLF-204-111M,0.6,10076,PROVEEDORA DE AISLANTES ELECTRICOS,35,100,6971-0009-05
42156205-ALM041 2,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-6-G3,11,,,84,100,6971-0012-02
42156205-ALM041 3,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-7-G3,11,,,84,100,6971-0012-02
42156205-ALM041 4,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-8-G3,11,,,84,100,6971-0012-02
42156207-ALM042,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,,,11,,,84,100,6971-0012-02
42156207-ALM042 1,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,OSRAM,LS E67F.01-5B8B-68-G3R3-50-R18-AL,11,,,84,100,6971-0012-02
42156207-ALM042 2,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-6-K3,11,,,84,100,6971-0012-02
42156207-ALM042 3,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-7-K3,11,,,84,100,6971-0012-02
42156207-ALM042 4,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-8-K3,11,,,84,100,6971-0012-02
42156209-ALM043,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,,,11,,,84,100,6971-0012-02
42156209-ALM043 1,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,OSRAM,LS E67F.01-5B8B-68-G3R3-50-R18-AL,11,,,84,100,6971-0012-02
42156209-ALM043 2,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-6-N3,11,,,84,100,6971-0012-02
42156209-ALM043 3,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-7-N3,11,,,84,100,6971-0012-02
42156209-ALM043 4,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-8-N3,11,,,84,100,6971-0012-02
42156211-ALM044,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,,,11,,,84,100,6971-0012-02
42156211-ALM044 1,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,OSRAM,LS E67F.01-5B8B-68-G3R3-50-R18-AL,11,,,84,100,6971-0012-02
42156211-ALM044 2,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-6-R3,11,,,84,100,6971-0012-02
42156211-ALM044 3,LS E67F.01-5B8B-68-G3R3-50-R18-AL SMD,USI-OSRAM,LS E67F.01-8B-7-R3,11,,,84,100,6971-0012-02
